AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,CNT_FAM_MEMBERS,NAME_CONTRACT_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_RATING_CLIENT,REG_REGION_NOT_WORK_REGION,FLAG_OWN_CAR,FLAG_OWN_REALTY,TARGET
256100.0,548500.0,30510.0,-7751,-1177,3,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,2,0,N,Y,0
181200.0,654900.0,40950.0,-10254,-1878,1,Cash loans,Commercial associate,Higher education,Married,House / apartment,1,0,N,Y,0
91000.0,164700.0,8770.0,-16488,-1091,1,Cash loans,Working,Incomplete higher,Married,House / apartment,2,0,Y,Y,0
56000.0,117400.0,5550.0,-18789,-1607,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,N,N,0
61200.0,168100.0,7440.0,-18147,-874,2,Cash loans,Commercial associate,Secondary / secondary special,Separated,With parents,2,1,N,Y,1
78100.0,158200.0,9370.0,-11274,-1144,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
94400.0,385500.0,20430.0,-19115,-808,1,Cash loans,Working,Incomplete higher,Married,House / apartment,2,1,N,N,0
136000.0,562100.0,25440.0,-11483,-965,2,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,3,0,N,N,0
88700.0,340600.0,20280.0,-12899,-690,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
174500.0,428300.0,20300.0,-19667,-147,2,Cash loans,Pensioner,Higher education,Married,House / apartment,3,0,N,Y,0
131100.0,421200.0,23260.0,-18110,-69,4,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
148000.0,340000.0,16990.0,-21318,-349,2,Cash loans,Commercial associate,Secondary / secondary special,Married,With parents,3,1,N,N,1
260400.0,666500.0,44140.0,-18238,-529,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,1
81600.0,260600.0,12490.0,-16803,-4038,1,Cash loans,Working,Incomplete higher,Single / not married,Rented apartment,3,1,Y,Y,1
181600.0,687300.0,36370.0,-9175,-1725,4,Cash loans,Pensioner,Secondary / secondary special,Single / not married,House / apartment,3,1,N,N,0
146200.0,300500.0,20120.0,-13579,-5802,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,N,Y,1
124600.0,324100.0,16300.0,-11932,-757,1,Cash loans,Working,Secondary / secondary special,Married,With parents,3,0,N,Y,0
229300.0,986400.0,57960.0,-11591,-938,1,Revolving loans,Working,Secondary / secondary special,Separated,House / apartment,3,0,N,N,1
228500.0,676000.0,33960.0,-23307,-2323,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
91700.0,397500.0,17840.0,-13987,-1575,1,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,0,Y,Y,1
134400.0,601700.0,35090.0,-22006,-1370,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,1,N,Y,1
169500.0,546100.0,35940.0,-17813,-1565,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
128500.0,331200.0,17810.0,-20443,-1602,2,Cash loans,Commercial associate,Lower secondary,Married,House / apartment,3,0,Y,N,1
197300.0,776400.0,45250.0,-15748,-2650,2,Cash loans,Pensioner,Higher education,Married,House / apartment,3,0,Y,Y,0
169500.0,378000.0,21860.0,-16941,-2014,2,Cash loans,Working,Incomplete higher,Married,House / apartment,2,0,Y,N,0
368200.0,913300.0,48220.0,-15585,-5759,1,Cash loans,Working,Higher education,Single / not married,House / apartment,2,0,N,N,0
68500.0,268500.0,15570.0,-10808,-4233,1,Cash loans,Working,Higher education,Single / not married,House / apartment,2,0,N,Y,1
138500.0,411500.0,20060.0,-19280,-1000,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
93500.0,219200.0,11360.0,-12182,-66,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
199200.0,708800.0,37920.0,-8061,-36,2,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,2,1,Y,Y,0
65600.0,247900.0,15980.0,-18043,-240,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
175100.0,374300.0,19110.0,-10516,-142,2,Cash loans,Pensioner,Higher education,Married,House / apartment,2,0,N,Y,0
107500.0,273900.0,16030.0,-22784,-853,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
102000.0,244500.0,11630.0,-23000,-99,4,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
71400.0,201700.0,9800.0,-22373,-1790,2,Revolving loans,Working,Higher education,Single / not married,House / apartment,2,0,N,Y,0
116700.0,450600.0,26520.0,-13619,-385,2,Cash loans,Commercial associate,Secondary / secondary special,Married,With parents,2,0,N,Y,1
253300.0,944100.0,58360.0,-7918,-1317,2,Cash loans,State servant,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,1
145400.0,521800.0,28190.0,-22589,-198,3,Cash loans,State servant,Secondary / secondary special,Widow,House / apartment,2,0,N,N,0
201600.0,366300.0,18580.0,-14551,-3211,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
338500.0,739200.0,48540.0,-23205,-2764,2,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
168000.0,403700.0,18380.0,-23156,-892,2,Cash loans,Pensioner,Higher education,Married,House / apartment,3,0,Y,Y,0
111400.0,282300.0,17150.0,-21378,-4409,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,1,N,Y,0
186000.0,408300.0,24480.0,-12402,-375,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
112200.0,326300.0,19560.0,-13859,-3071,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,1,Y,Y,0
114400.0,229100.0,15190.0,-21348,-1441,1,Cash loans,State servant,Higher education,Married,House / apartment,2,1,Y,Y,0
68900.0,263500.0,16060.0,-12763,-730,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
234000.0,918900.0,45800.0,-10394,-160,4,Cash loans,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,N,Y,0
121400.0,406800.0,20820.0,-16618,-343,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,1,N,Y,0
161300.0,329400.0,17180.0,-22715,-3628,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
87700.0,368600.0,15780.0,-18856,-1705,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
183100.0,807000.0,53060.0,-16831,-494,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,1
100600.0,236000.0,10360.0,-9231,-1250,5,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
137200.0,508000.0,30580.0,-17554,-208,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
228400.0,930300.0,56730.0,-23581,-190,5,Cash loans,Commercial associate,Secondary / secondary special,Separated,House / apartment,2,0,N,Y,0
218700.0,712400.0,45550.0,-9921,-3347,1,Cash loans,Commercial associate,Higher education,Married,House / apartment,1,1,N,N,0
145700.0,389500.0,21960.0,-16000,-1118,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,N,Y,1
60800.0,188000.0,11440.0,-21770,-819,3,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,3,1,N,Y,1
657600.0,2093200.0,104390.0,-19575,-5437,2,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,3,0,N,Y,0
352500.0,1015800.0,62360.0,-18871,-929,3,Cash loans,Working,Incomplete higher,Single / not married,House / apartment,1,0,Y,Y,0
211400.0,911300.0,46410.0,-18959,-748,2,Cash loans,Pensioner,Higher education,Married,House / apartment,2,0,N,Y,0
101100.0,385000.0,25210.0,-13447,-582,1,Cash loans,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2,0,N,N,0
139100.0,341000.0,15770.0,-12388,-1520,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
112200.0,379300.0,19040.0,-20677,-1492,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
277000.0,1013700.0,55720.0,-20689,-36,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
167900.0,365800.0,22740.0,-21604,-1938,1,Cash loans,Working,Higher education,Married,House / apartment,2,0,Y,Y,0
99500.0,275400.0,16930.0,-22346,-2835,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
116400.0,494100.0,23460.0,-15888,-1747,2,Cash loans,Pensioner,Higher education,Single / not married,House / apartment,2,0,Y,N,0
258000.0,859500.0,39320.0,-15730,-3724,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,1
327800.0,782100.0,39030.0,-20499,-590,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
316200.0,674000.0,36790.0,-18115,-389,1,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,Y,0
215000.0,687800.0,38530.0,-18951,-2182,4,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,N,1
129800.0,425600.0,22620.0,-20459,-381,4,Revolving loans,Pensioner,Secondary / secondary special,Single / not married,House / apartment,3,0,N,N,0
45000.0,121600.0,7200.0,-21973,-174,1,Cash loans,Commercial associate,Higher education,Separated,House / apartment,3,0,N,Y,0
170900.0,598500.0,31790.0,-13102,-185,2,Cash loans,Working,Incomplete higher,Married,House / apartment,2,1,N,Y,0
147100.0,292100.0,19460.0,-13706,-2671,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,0,N,Y,0
157900.0,346100.0,16880.0,-9180,-53,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,0
151300.0,495500.0,28890.0,-16963,-624,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,Y,Y,1
75900.0,149300.0,8640.0,-8247,-252,2,Cash loans,Working,Secondary / secondary special,Separated,With parents,2,0,N,Y,0
194600.0,813100.0,40100.0,-15152,-2567,2,Cash loans,Working,Higher education,Civil marriage,House / apartment,2,0,N,Y,0
202000.0,441100.0,23250.0,-16391,-1278,1,Cash loans,Working,Higher education,Married,House / apartment,2,0,Y,Y,0
207100.0,749600.0,38610.0,-12275,-420,1,Cash loans,State servant,Lower secondary,Married,House / apartment,2,0,N,N,0
236400.0,675200.0,31390.0,-17165,-2534,3,Cash loans,Working,Higher education,Married,House / apartment,3,0,N,Y,0
199200.0,573600.0,31210.0,-8160,-1585,1,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
120000.0,463800.0,24140.0,-8270,-1351,3,Revolving loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
142100.0,447400.0,20870.0,-20890,-589,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
154100.0,579300.0,31110.0,-13458,-1611,2,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,N,N,0
155400.0,491700.0,26040.0,-9712,-3137,3,Cash loans,Pensioner,Secondary / secondary special,Married,Municipal apartment,2,0,Y,Y,0
242600.0,825000.0,37470.0,-16063,-96,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
203200.0,783100.0,35560.0,-20044,-567,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,Y,1
416100.0,1431300.0,84210.0,-11138,-612,5,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
443800.0,1536500.0,92760.0,-17680,-1824,2,Revolving loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
153200.0,602200.0,40030.0,-9041,-1923,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,Y,0
45000.0,196300.0,8690.0,-8500,-421,1,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,Y,N,0
273300.0,769900.0,34700.0,-16209,-444,3,Cash loans,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,N,Y,0
112400.0,377500.0,16360.0,-16358,-4810,2,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,2,1,N,N,1
98600.0,200400.0,11190.0,-17914,-2578,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,0,Y,Y,0
120700.0,334200.0,19450.0,-19339,-4971,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,1,N,N,1
117800.0,343100.0,18010.0,-23353,-3232,2,Cash loans,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3,0,N,Y,1
200000.0,811000.0,50890.0,-15967,-939,5,Cash loans,Working,Secondary / secondary special,Married,House / apartment,1,0,N,Y,1
67500.0,215100.0,12870.0,-12860,-237,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,1
85900.0,324200.0,21930.0,-20449,-1813,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,N,N,0
174800.0,323600.0,14750.0,-12022,-792,1,Cash loans,Commercial associate,Secondary / secondary special,Married,With parents,2,0,N,Y,0
201100.0,614200.0,26730.0,-14724,-1011,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,1,Y,Y,0
203000.0,859400.0,42240.0,-8931,-1013,1,Cash loans,Pensioner,Secondary / secondary special,Separated,House / apartment,3,0,Y,Y,0
99400.0,239100.0,10160.0,-8077,-1503,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,3,0,Y,N,0
90300.0,170200.0,11280.0,-23140,-130,2,Cash loans,Working,Secondary / secondary special,Separated,House / apartment,3,0,N,N,0
114300.0,339500.0,16940.0,-21105,-391,2,Cash loans,State servant,Higher education,Married,House / apartment,1,0,N,Y,0
166000.0,614500.0,34640.0,-18855,-1710,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
309500.0,936900.0,47100.0,-14242,-3930,1,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,N,Y,0
52900.0,160900.0,7790.0,-10455,-3880,2,Revolving loans,Working,Secondary / secondary special,Widow,House / apartment,3,0,N,Y,0
131900.0,476000.0,21880.0,-10184,-1493,2,Cash loans,Working,Secondary / secondary special,Single / not married,House / apartment,2,0,N,Y,0
75600.0,188000.0,9460.0,-11691,-64,2,Cash loans,Working,Secondary / secondary special,Widow,House / apartment,1,0,N,Y,0
64500.0,247000.0,14330.0,-16496,-823,3,Revolving loans,State servant,Secondary / secondary special,Married,House / apartment,3,0,Y,Y,0
238800.0,528600.0,35550.0,-19154,-4586,3,Revolving loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
193400.0,554800.0,31350.0,-18280,-1265,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,N,0
184400.0,658500.0,36780.0,-12169,-2368,3,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
233400.0,942100.0,40430.0,-23015,-572,3,Cash loans,Working,Secondary / secondary special,Married,With parents,2,0,Y,Y,0
115900.0,456300.0,29130.0,-19528,-46,2,Cash loans,Commercial associate,Secondary / secondary special,Separated,House / apartment,2,1,N,Y,1
118600.0,444600.0,19190.0,-16579,-1577,2,Cash loans,Working,Higher education,Single / not married,House / apartment,2,0,N,Y,0
439300.0,1216700.0,79770.0,-17501,-3290,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
130200.0,277400.0,15540.0,-14413,-7839,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
212700.0,507400.0,23530.0,-11651,-3424,2,Cash loans,Commercial associate,Higher education,Married,House / apartment,2,0,Y,Y,1
147700.0,610700.0,32820.0,-13391,-1474,2,Cash loans,Pensioner,Secondary / secondary special,Separated,House / apartment,2,0,Y,N,0
58400.0,240300.0,16310.0,-19849,-1713,2,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
53000.0,231600.0,11560.0,-7901,-1327,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
110300.0,221200.0,10840.0,-9535,-36,1,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,2,1,N,N,0
249700.0,811400.0,36570.0,-8409,-1835,2,Cash loans,State servant,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
218400.0,775600.0,44620.0,-8324,-1383,4,Cash loans,Pensioner,Higher education,Single / not married,House / apartment,3,0,Y,Y,0
232600.0,865000.0,38340.0,-21418,-5547,2,Cash loans,Working,Secondary / secondary special,Civil marriage,House / apartment,2,0,N,Y,1
89900.0,318100.0,19700.0,-18978,-2640,1,Cash loans,Commercial associate,Secondary / secondary special,Separated,House / apartment,3,0,N,Y,0
330400.0,1281600.0,84460.0,-15290,-301,2,Cash loans,Pensioner,Higher education,Single / not married,House / apartment,3,1,Y,N,0
90900.0,251800.0,16680.0,-9242,-329,3,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,Y,N,0
163800.0,374200.0,16770.0,-15571,-796,4,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
146500.0,344600.0,19480.0,-15279,-559,4,Cash loans,Working,Secondary / secondary special,Married,House / apartment,2,0,N,Y,0
135000.0,247400.0,11020.0,-10453,-1056,2,Cash loans,Commercial associate,Secondary / secondary special,Married,Municipal apartment,3,0,N,N,0
287600.0,789700.0,44910.0,-14642,-1691,2,Cash loans,Pensioner,Secondary / secondary special,Married,House / apartment,3,1,N,N,0
103500.0,211900.0,13390.0,-14074,-1047,5,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,2,0,Y,Y,0
75000.0,200100.0,11200.0,-17567,-106,2,Cash loans,State servant,Secondary / secondary special,Separated,House / apartment,2,0,Y,Y,0
148700.0,519900.0,33620.0,-17876,-6783,1,Cash loans,Working,Higher education,Married,House / apartment,2,0,N,N,1
120600.0,508300.0,31940.0,-8398,-1011,2,Cash loans,Commercial associate,Secondary / secondary special,Married,House / apartment,3,0,N,N,0
